Bells,Amber,Amber,5.5,Kalamazoo,MI,0,0,0,0
Bells,Oarsman,Berliner Weiss,4,Kalamazoo,MI,0,0,0,0
BLAKE'S CIDER,WAKEFIRE,CIDER WITH CHER,6.5,ARMADA,MI,0,0,0,0
BLAKE'S CIDER,EL CHAVO,CIDER WITH MANG,6.5,ARMADA,MI,0,0,0,0
BLAKE'S CIDER,ARCHIMEDES,CIDER WITH VANIL,4.5,ARMADA,MI,0,0,0,0
BLAKE'S CIDER,BEARD BENDER,"TART, CRISP, DRY",6.5,ARMADA,MI,0,0,0,0
BLAKE'S CIDER,GRIZZLY PEAR,PEAR CIDER,0,ARMADA,MI,0,0,0,0
BLAKE'S CIDER,TONIC,CIDER WITH GINGE,6.5,ARMADA,MI,0,0,0,0
Blank Slate,Out n' About,Gose,5.4,Cincinnati,OH,0,0,0,0
Blank Slate,Bonbonerie Opera Crème,Am. Stout,5.5,Cincinnati,OH,0,0,0,0
Blank Slate,Knife in the highway,Red IPA,9.3,Cincinnati,OH,0,0,0,0
Blue Moon,Belgian White,Witbier,5.9,Golden,CO,0,0,0,0
Blue Moon,Cap. Oatmeal Stout,Oatmeal Stout,5.6,Golden,CO,0,0,0,0
Blue Moon,Cinnamon Horchata,Herbed / Spiced Bee,5.5,Golden,CO,0,0,0,0
Boulevard,Tank 7,Saison,8.5,Kansas Ciy,MO,0,0,0,0
Boulevard,The Calling,American Double,8.5,Kansas Ciy,MO,0,0,0,0
Braxton,Storm,Cream Ale,4.8,Covington,KY,0,0,0,0
Braxton,Graeter's - Black Raspberr,Stout,7,Covington,KY,0,0,0,0
Braxton,Jump Start,Coffee Brown Ale,5.4,Covington,KY,0,0,0,0
Braxton,Spotlight,White IPA,6,Covington,KY,0,0,0,0
Braxton,Haven,Hefeweizen,5,Covington,KY,0,0,0,0
Breckenridge,Salted Caramel Brown Ale,Am. Brown,6.5,Breckenridge,CO,0,0,0,0
Breckenridge,BBA 471 w/ Citra,DIPA,9.2,Breckenridge,CO,0,0,0,0
Brew Kettle,All for One,Session Pale,4.75,Strongsville,OH,0,0,0,0
Brew Kettle,Dark Helmet,Imp. Schwartzbier,8,Strongsville,OH,0,0,0,0
Brew Kettle,Black Raja,Black IPA,6.8,Strongsville,OH,0,0,0,0
Brew Kettle,Tunguska,Imp. Stout,10.8,Strongsville,OH,0,0,0,0
Brink Brewing Co.,TBD,NA,0,Cincinnati,OH,0,0,0,0
Brink Brewing Co.,TBD,NA,0,Cincinnati,OH,0,0,0,0
BROOKLYN,LAGER,PRE-PROHIBITION,5.2,BROOKLYN,NY,0,0,0,0
BROOKLYN,DEFENDER IPA,WEST COAST IPA,6.7,BROOKLYN,NY,0,0,0,0
BROOKLYN,BLACK CHOCOLATE STO,RUSSIAN IMPERIAL,10,BROOKLYN,NY,0,0,0,0
BROOKLYN,Bel Air,Am. Wild Ale,5.8,BROOKLYN,NY,0,0,0,0
Cellar Dweller,Grapefruit Jeremiah IPA,Am. IPA,6.1,Morrow,OH,0,0,0,0
Cellar Dweller,Blood Orange Uncle Ronny,APA,6.5,Morrow,OH,0,0,0,0
Cellar Dweller,Vanilla bba BRNIGRL,Brown Ale,N/A,Morrow,OH,0,0,0,0
Cellar Dweller,Eye Opener,Hazelnut Coffee Stou,7.5,Morrow,OH,0,0,0,0
Chistian Moerlein,FC Cincinnati Blood Orange,American IPA,6,CINCINNATI,OH,0,0,0,0
Chistian Moerlein,Third Wave IPA,American IPA,6.2,CINCINNATI,OH,0,0,0,0
Chistian Moerlein,Shiver Chai Porter,Porter Infused,6.6,CINCINNATI,OH,0,0,0,0
Chistian Moerlein,Emancipator Dopple,Dopplebock,7,CINCINNATI,OH,0,0,0,0
Chistian Moerlein,Pacer Citra Pale Ale,Pale Ale,6.5,CINCINNATI,OH,0,0,0,0
Crafted Artisan Mead,Snowbelt Cyser,Mead,6,Mogadore,Oh,0,0,0,0
Crafted Artisan Mead,Down with CCP,Mead,6,Mogadore,Oh,0,0,0,0
Crooked Handle,Roadside,Peanut Butter Porter,0,Springboro,OH,0,0,0,0
Crooked Handle,Boro,Blonde,4.2,Springboro,OH,0,0,0,0
Crooked Stave,Nightmare on Brett Batch 1,Am. Wild Porter,9.7,Denver,CO,0,0,0,0
Crooked Stave,Hopsavant,Brett IPA,6.7,Denver,CO,0,0,0,0
Crooked Stave,Petite Sour Rose,Am. Wild Ale,5,Denver,CO,0,0,0,0
Crooked Stave,Petite Sour Tart Cherry,Am. Wild Ale,5,Denver,CO,0,0,0,0
Dark Horse,Double Crooked Tree,Imp. IPA,12,Marshall,MI,0,0,0,0
Dark Horse,Plead the 5th,Russian Imp. Stout,12,Marshall,MI,0,0,0,0
DESCHUTES,SAGEFIGHT,IMPERIAL IPA,8,BEND,OR,0,0,0,0
DESCHUTES,RED CHAIR,NW PALE ALE,6.2,BEND,OR,0,0,0,0
DESCHUTES,FRESH SQUEEZED,IPA,6.4,BEND,OR,0,0,0,0
DESCHUTES,ARMORY,EXPERIMENTAL  PA,5.9,BEND,OR,0,0,0,0
DESCHUTES,BLACK BUTTE,PORTER,5.2,BEND,OR,0,0,0,0
Dogfish Head,Olde School,Am. Barleywine,15.4,Milton,DE,0,0,0,0
Dogfish Head,Flesh and blood,Am. IPA,7.5,Milton,DE,0,0,0,0
DUCLAW,SWEET BABY JESUS,CHOCOLATE PEAN,6.5,BALTIMORE,MD,0,0,0,0
DUCLAW,BLOOD ORANGE NEON,GIPA,6.5,BALTIMORE,MD,0,0,0,0
DUCLAW,MYSTERIUM,BELGIAN GOLDEN,5,BALTIMORE,MD,0,0,0,0
Ei8ht Ball,K-Hole,Imp. Stout,0,Bellevue,KY,0,0,0,0
Ei8ht Ball,Det Lager,Lager,10.1,Bellevue,KY,0,0,0,0
Ei8ht Ball,Prodigal,APA,6.5,Bellevue,KY,0,0,0,0
Ei8ht Ball,Trisourhops,Am. Wild,6.8,Bellevue,KY,0,0,0,0
Elysian,Space Dust,IPA,8.2,Seattle,WA,0,0,0,0
Elysian,Splitshot,Espresso Milk Stout,5.2,Seattle,WA,0,0,0,0
Epic,Brainless on Peaches,Fruit beer,9.7,Salt Lake City,UT,0,0,0,0
Epic,Tart n' Juicy,Am. IPA,4.5,Salt Lake City,UT,0,0,0,0
Epic,Big Bad Baptist,Imp. Stout,11.8,Salt Lake City,UT,0,0,0,0
Erie,Saison,Saison/ Farmhouse,5.8,Erie,PA,0,0,0,0
Erie,Skipper Stout,Coffee Stout,7.2,Erie,PA,0,0,0,0
Evil Twin,Molotov Lite,DIPA,8.5,Brooklyn,NY,0,0,0,0
Evil Twin,No Hero,Oatmeal Stout,7,Brooklyn,NY,0,0,0,0
Fat Heads,Head Hunter,American IPA,9,North Olmsted,OH,0,0,0,0
Fat Heads,Bumble Berry,Fruit / Vegetable Bee,5.3,North Olmsted,OH,0,0,0,0
Fat Heads,Head Trip,Tripel,9.2,North Olmsted,OH,0,0,0,0
Fat Heads,Sunshine Daydream,Am. IPA,4.9,North Olmsted,OH,0,0,0,0
Figleaf,Basmati,Cream ale,5.1,Middletown,OH,0,0,0,0
Figleaf,Pride of Cin-Day,English Best Bitter,3.9,Middletown,OH,0,0,0,0
Figleaf,ISO-trope,Am. IPA,7.8,Middletown,OH,0,0,0,0
Figleaf,Ponderous,Porter,7,Middletown,OH,0,0,0,0
Founders,Azacca,Am. IPA,7.3,Grand Rapids,MI,0,0,0,0
